"Código","Nombre","Díametro Exterior","Espesor Nominal","Largo Mínimo","Largo Máximo","Tipo Costura","Tipo de Acero","Tratamiento Térmico","Norma","Forma","Rubro","Materia prima"
"C0000875","219,10 x 8,18 x SC GºB PSL2 ASTM A 106 / API 5L 8"" SCH 40 (11800/11800)","219.1","8.18","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000876","219,10 x 10,31 x SC GºB PSL2 ASTM A 106 / API 5L 8"" SCH 60 (11800/11800)","219.1","10.31","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000877","273,00 x 6,35 x SC GºB PSL2 ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","273","6.35","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000878","273,00 x 12,70 x SC GºB PSL2 ASTM A 106 / API 5L 10"" SCH 60 (11800/11800)","273","12.7","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000879","273,00 x 15,09 x SC GºB PSL2 ASTM A 106 / API 5L 10"" SCH 80 (11800/11800)","273","15.09","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000880","323,80 x 6,35 x SC GºB PSL2 ASTM A 106 / API 5L 12"" SCH 20 (11800/11800)","323.8","6.35","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000881","323,80 x 10,31 x SC GºB PSL2 ASTM A 106 / API 5L 12"" SCH 40 (11800/11800)","323.8","10.31","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000882","323,80 x 17,48 x SC GºB PSL2 ASTM A 106 / API 5L 12"" SCH 80 (11800/11800)","323.8","17.48","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000883","355,60 x 11,13 x SC GºB PSL2 ASTM A 106 / API 5L 14"" SCH 40 (11800/11800)","355.6","11.13","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000884","406,40 x 9,52 x SC GºB PSL2 ASTM A 106 / API 5L 16"" SCH 30 (11800/11800)","406.4","9.52","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000885","508,00 x 9,52 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH STD/20 (11800/11800)","508","9.52","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000886","508,00 x 12,70 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH XS/30 (11800/11800)","508","12.7","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000887","508,00 x 15,09 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH 40 (11800/11800)","508","15.09","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000888","508,00 x 26,19 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH 80 (11800/11800)","508","26.19","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000889","508,00 x 32,54 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH 100 (11800/11800)","508","32.54","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000890","609,60 x 9,52 x SC GºB PSL2 ASTM A 106 / API 5L 24"" SCH STD/20 (11800/11800)","609.6","9.52","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000891","609,60 x 12,70 x SC GºB PSL2 ASTM A 106 / API 5L 24"" SCH XS (11800/11800)","609.6","12.7","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000892","609,60 x 14,27 x SC GºB PSL2 ASTM A 106 / API 5L 24"" SCH 30 (11800/11800)","609.6","14.27","11800","11800","SC","GºB PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000893","88,90 x 11,13 x SC GºB PSL1 ASTM A 106 / API 5L 3"" SCH 160 (11000/11800)","88.9","11.13","11000","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000894","323,80 x 10,31 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH 40 (11000/11800)","323.8","10.31","11000","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000895","323,80 x 12,70 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH XS (11000/11800)","323.8","12.7","11000","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000896","323,80 x 21,44 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH 100 (11000/11800)","323.8","21.44","11000","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000897","355,60 x 12,70 x SC GºB PSL1 ASTM A 106 / API 5L 14"" SCH XS (11000/11800)","355.6","12.7","11000","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000898","355,60 x 23,83 x SC GºB PSL1 ASTM A 106 / API 5L 14"" SCH 100 (11000/11800)","355.6","23.83","11000","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000899","219,10 x 7,04 x SC X42 PSL1 ASTM A 106 / API 5L 8"" SCH 30 (11800/11800)","219.1","7.04","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000900","219,10 x 10,31 x SC X42 PSL1 ASTM A 106 / API 5L 8"" SCH 60 (11800/11800)","219.1","10.31","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000901","219,10 x 18,26 x SC X42 PSL1 ASTM A 106 / API 5L 8"" SCH 120 (11800/11800)","219.1","18.26","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000902","323,80 x 8,38 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 30 (11800/11800)","323.8","8.38","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000903","323,80 x 14,27 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 60 (11800/11800)","323.8","14.27","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000904","355,60 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L 14"" SCH 10 (11800/11800)","355.6","6.35","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000905","355,60 x 9,52 x SC X42 PSL1 ASTM A 106 / API 5L 14"" SCH STD (11800/11800)","355.6","9.52","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000906","406,40 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 16"" SCH 40 (11800/11800)","406.4","12.7","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000907","457,20 x 9,52 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH STD (11800/11800)","457.2","9.52","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000908","457,20 x 23,83 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 80 (11800/11800)","457.2","23.83","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000909","33,40 x 1,90 x CC RI LF SAE 1010 DIN 2394 (6000/6000)","33.4","1.9","6000","6000","CC RI","SAE 1010","LF","DIN 2394","REDONDO","PARA TREFILAR","mp"
"C0000910","38,10 x 1,90 x CC RI LF SAE 1010 DIN 2394 (6000/6000)","38.1","1.9","6000","6000","CC RI","SAE 1010","LF","DIN 2394","REDONDO","PARA TREFILAR","mp"
"C0000911","48,30 x 6,35 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","48.3","6.35","6000","6000","CC RI","SAE 1010","LC","DIN 2394","REDONDO","PARA TREFILAR","mp"
"C0000912","33,70 x 2,65 x CC RI GAL SAE 1010 NBR 5597 NPT 1"" (6000/6000)","33.7","2.65","6000","6000","CC RI","SAE 1010","GAL","NBR 5597 NPT","REDONDO","CONDUIT ","mp"
"C0000913","48,30 x 3,00 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","48.3","3","6000","6000","CC RI","SAE 1010","GAL","NBR 5597 NPT","REDONDO","CONDUIT ","mp"
"C0000914","60,30 x 3,35 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","60.3","3.35","6000","6000","CC RI","SAE 1010","GAL","NBR 5597 NPT","REDONDO","CONDUIT ","mp"
"C0000915","73,00 x 3,75 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","73","3.75","6000","6000","CC RI","SAE 1010","GAL","NBR 5597 NPT","REDONDO","CONDUIT ","mp"
"C0000916","88,90 x 3,75 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","88.9","3.75","6000","6000","CC RI","SAE 1010","GAL","NBR 5597 NPT","REDONDO","CONDUIT ","mp"
"C0000917","114,30 x 4,25 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","114.3","4.25","6000","6000","CC RI","SAE 1010","GAL","NBR 5597 NPT","REDONDO","CONDUIT ","mp"
"C0000918","33,70 x 2,65 x CC RI GAL SAE 1010 NBR 5598 BSP 1"" (6000/6000)","33.7","2.65","6000","6000","CC RI","SAE 1010","GAL","NBR 5598 BSP","REDONDO","CONDUIT ","mp"
"C0000919","48,30 x 3,00 x CC RI GAL SAE 1010 NBR 5598 BSP (6000/6000)","48.3","3","6000","6000","CC RI","SAE 1010","GAL","NBR 5598 BSP","REDONDO","CONDUIT ","mp"
"C0000920","60,30 x 3,00 x CC RI GAL SAE 1010 NBR 5598 BSP (6000/6000)","60.3","3","6000","6000","CC RI","SAE 1010","GAL","NBR 5598 BSP","REDONDO","CONDUIT ","mp"
"C0000921","76,10 x 3,35 x CC RI GAL SAE 1010 NBR 5598 BSP (6000/6000)","76.1","3.35","6000","6000","CC RI","SAE 1010","GAL","NBR 5598 BSP","REDONDO","CONDUIT ","mp"
"C0000922","88,90 x 3,35 x CC RI GAL SAE 1010 NBR 5598 BSP (6000/6000)","88.9","3.35","6000","6000","CC RI","SAE 1010","GAL","NBR 5598 BSP","REDONDO","CONDUIT ","mp"
"C0000923","114,30 x 3,75 x CC RI GAL SAE 1010 NBR 5598 BSP (6000/6000)","114.3","3.75","6000","6000","CC RI","SAE 1010","GAL","NBR 5598 BSP","REDONDO","CONDUIT ","mp"
"C0000924","168,30 x 7,11 x SC GºB PSL1 ASTM A 106 / API 5L 6"" SCH 40 (11800/11800)","168.3","7.11","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000925","60,30 x 8,74 x SC X42 PSL2 ASTM A 106 / API 5L 2"" SCH 160 (11500/11800)","60.3","8.74","11500","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000926","88,90 x 11,13 x SC X42 PSL2 ASTM A 106 / API 5L 3"" SCH 160 (11500/11800)","88.9","11.13","11500","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000927","114,30 x 13,49 x SC X42 PSL2 ASTM A 106 / API 5L 4"" SCH 160 (11500/11800)","114.3","13.49","11500","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000928","168,30 x 7,11 x SC X42 PSL2 ASTM A 106 / API 5L 6"" SCH 40 (11500/11800)","168.3","7.11","11500","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000929","219,10 x 7,04 x SC X42 PSL2 ASTM A 106 / API 5L 8"" SCH 30 (11500/11800)","219.1","7.04","11500","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000930","273,00 x 6,35 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 20 (11500/11800)","273","6.35","11500","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000931","273,00 x 9,27 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 40 (11500/11800)","273","9.27","11500","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000932","323,80 x 6,35 x SC X42 PSL2 ASTM A 106 / API 5L 12"" SCH 20 (11500/11800)","323.8","6.35","11500","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000933","21,30 x 2,77 x SC X42 PSL1 ASTM A 106 / API 5L 1/2"" SCH 40 (11800/11800)","21.3","2.77","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000934","406,40 x 30,96 x SC X42 PSL1 ASTM A 106 / API 5L 16"" SCH 120 (11800/11800)","406.4","30.96","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000935","406,40 x 40,49 x SC X42 PSL1 ASTM A 106 / API 5L 16"" SCH 160 (11800/11800)","406.4","40.49","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000936","457,20 x 11,13 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 30 (11800/11800)","457.2","11.13","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000937","457,20 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH XS (11800/11800)","457.2","12.7","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000938","457,20 x 14,27 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 40 (11800/11800)","457.2","14.27","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000939","609,60 x 17,48 x SC X42 PSL1 ASTM A 106 / API 5L 24"" SCH 40 (7000/7000)","609.6","17.48","7000","7000","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000940","609,60 x 24,61 x SC X42 PSL1 ASTM A 106 / API 5L 24"" SCH 60 (6500/6500)","609.6","24.61","6500","6500","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000941","609,60 x 30,96 x SC X42 PSL1 ASTM A 106 / API 5L 24"" SCH 80 (10000/10000)","609.6","30.96","10000","10000","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000942","457,20 x 7,92 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 20 (11800/11800)","457.2","7.92","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000943","48,30 x 3,20 x SC SAE 1010 ASTM A 519 (11000/13000)","48.3","3.2","11000","13000","SC","SAE 1010","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000944","50,80 x 4,50 x SC SAE 1010 ASTM A 192 (11000/13000)","50.8","4.5","11000","13000","SC","SAE 1010","","ASTM A 192","REDONDO","PARA TREFILAR","mp"
"C0000945","63,50 x 4,55 x SC SAE 1010 ASTM A 192 (11000/13000)","63.5","4.55","11000","13000","SC","SAE 1010","","ASTM A 192","REDONDO","PARA TREFILAR","mp"
"C0000946","63,50 x 4,75 x SC SAE 1010 ASTM A 192 (11000/13000)","63.5","4.75","11000","13000","SC","SAE 1010","","ASTM A 192","REDONDO","PARA TREFILAR","mp"
"C0000947","76,20 x 3,20 x SC ASTM A 192 (11000/13000)","76.2","3.2","11000","13000","SC","","","ASTM A 192","REDONDO","PARA CALDERAS","mp"
"C0000948","41,27 x 1,50 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (4500/4500)","41.27","1.5","4500","4500","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","REDONDO","PARA TREFILAR","mp"
"C0000949","42,20 x 3,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6400/6400)","42.2","3","6400","6400","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","REDONDO","PARA TREFILAR","mp"
"C0000950","44,45 x 2,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","44.45","2","6000","6000","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","REDONDO","PARA TREFILAR","mp"
"C0000951","44,45 x 2,65 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (4350/4350)","44.45","2.65","4350","4350","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","REDONDO","PARA TREFILAR","mp"
"C0000952","44,45 x 3,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","44.45","3","6000","6000","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","REDONDO","PARA TREFILAR","mp"
"C0000953","48,30 x 5,60 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","48.3","5.6","6000","6000","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","REDONDO","PARA TREFILAR","mp"
"C0000954","50,80 x 2,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (4100/4100)","50.8","2","4100","4100","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","REDONDO","PARA TREFILAR","mp"
"C0000955","63,50 x 3,75 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6400/6400)","63.5","3.75","6400","6400","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","REDONDO","PARA TREFILAR","mp"
"C0000956","63,50 x 4,25 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (12000/12000)","63.5","4.25","12000","12000","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","REDONDO","PARA TREFILAR","mp"
"C0000957","60,30 x 2,25 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (12000/12000)","60.3","2.25","12000","12000","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","REDONDO","PARA TREFILAR","mp"
"C0000958","60,30 x 3,91 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 2"" SCH 40 (11800/11800)","60.3","3.91","11800","11800","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000959","88,90 x 5,49 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 3"" SCH","88.9","5.49","11800","11800","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0000960","114,30 x 6,02 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 4"" SC","114.3","6.02","11800","11800","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0000961","219,10 x 6,35 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 8"" SCH 20 (11800/11800)","219.1","6.35","11800","11800","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000962","273,00 x 6,35 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 20 (11800/11800)","273","6.35","11800","11800","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000963","60,30 x 3,91 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 2"" SCH 40 (11800/11800)","60.3","3.91","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000964","60,30 x 5,54 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 2"" SCH 80 (11800/11800)","60.3","5.54","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000965","88,90 x 5,49 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 3"" SCH 40 (11800/11800)","88.9","5.49","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000966","88,90 x 7,62 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 3","88.9","7.62","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0000967","114,30 x 6,02 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 4"" SCH 40 (11800/11800)","114.3","6.02","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000968","114,30 x 8,56 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 ","114.3","8.56","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0000969","219,10 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 ","219.1","6.35","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0000970","219,10 x 8,18 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 ","219.1","8.18","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0000971","273,00 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 20 (11800/11800)","273","6.35","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000972","406,40 x 7,92 x SC X42 PSL1 ASTM A 106 / API 5L 16"" SCH 20 (11800/11800)","406.4","7.92","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000973","219,10 x 8,18 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 8"" SC","219.1","8.18","11850","11850","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0000974","60,30 x 5,54 x SC GºB PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 2","60.3","5.54","11830","11830","SC","GºB PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0000975","60,30 x 3,91 x SC GºB PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 2","60.3","3.91","11800","11850","SC","GºB PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0000976","273,00 x 9,27 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 40 (12000/12000)","273","9.27","12000","12000","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000977","273,00 x 6,35 x SC GºB PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 20 (11800/12000)","273","6.35","11800","12000","SC","GºB PSL1","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000978","168,30 x 7,11 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 6"" SCH 40 (11800/12000)","168.3","7.11","11800","12000","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0000979","406,40 x 7,92 x SC SAE 1020 ASTM A 106 16"" SCH 20 (11800/11800)","406.4","7.92","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000980","609,60 x 24,61 x SC SAE 1020 ASTM A 106 24"" SCH 60 (11800/11800)","609.6","24.61","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000981","13,70 x 2,24 x SC X42 PSL1 ASTM A 106 / API 5L 1/4"" SCH 40 (11800/11800)","13.7","2.24","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000982","26,70 x 2,87 x SC X42 PSL1 ASTM A 106 / API 5L 3/4"" SCH 40 (11800/11800)","26.7","2.87","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000983","26,70 x 5,56 x SC X42 PSL1 ASTM A 106 / API 5L 3/4"" SCH 160 (11800/11800)","26.7","5.56","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000984","33,40 x 6,35 x SC X42 PSL2 ASTM A 106 / API 5L 1"" SCH 160 (11800/11800)","33.4","6.35","11800","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","","","mp"
"C0000985","48,30 x 7,14 x SC X42 PSL1 ASTM A 106 / API 5L 1 1/2"" SCH 160 (11800/11800)","48.3","7.14","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000986","60,30 x 8,74 x SC X42 PSL1 ASTM A 106 / API 5L 2"" SCH 160 (11800/11800)","60.3","8.74","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000987","60,30 x 11,07 x SC X42 PSL1 ASTM A 106 / API 5L 2"" SCH XXS (11800/11800)","60.3","11.07","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000988","73,00 x 5,16 x SC X42 PSL1 ASTM A 106 / API 5L 2 1/2"" SCH 40 (11800/11800)","73","5.16","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000989","88,90 x 11,13 x SC X42 PSL1 ASTM A 106 / API 5L 3"" SCH 160 (11800/11800)","88.9","11.13","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000990","114,30 x 11,13 x SC X42 PSL1 ASTM A 106 / API 5L 4"" SCH 120 (11800/11800)","114.3","11.13","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
