"Código","Nombre","Díametro Exterior","Espesor Nominal","Largo Mínimo","Largo Máximo","Tipo Costura","Tipo de Acero","Tratamiento Térmico","Norma","Forma","Rubro","Materia prima"
"C0001541","15,87 x 1,65 x SC SAE 1008/1010   ASTM A 179 (6000.00/6003.00)","15.87","1.65","6000","6003","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA CALDERAS",""
"C0001542","17,00 x 1,97 x CCB SAE 1008/1010   SAE 1010 (3900.00/7000.00)","17","1.97","3900","7000","CCB","SAE 1008/1010  ","","SAE 1010","REDONDO","CILINDRO HIDRAULICO",""
"C0001543","76,20 x 5,49 x SC SAE 1008/1010   ASTM A 179 (7500.00/9000.00)","76.2","5.49","7500","9000","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA CALDERAS",""
"C0001544","14,00 x 1,95 x CCB SAE 1008/1010   SAE 1010 (3000/4500)","14","1.95","3000","4500","CCB","SAE 1008/1010  ","","SAE 1010","REDONDO","CONDUCCION",""
"C0001545","53,10 x 3,00 x SC SAE 1008/1010   ASTM A 192 (1950.00/1953.00)","53.1","3","1950","1953","SC","SAE 1008/1010  ","","ASTM A 192","REDONDO","PARA CALDERAS",""
"C0001546","53,10 x 3,00 x SC SAE 1008/1010   ASTM A 192 (1350.00/1353.00)","53.1","3","1350","1353","SC","SAE 1008/1010  ","","ASTM A 192","REDONDO","PARA CALDERAS",""
"C0001547","12,70 x 1,50 x SC SAE 1008/1010   SAE 1010 (6000.00/8000.00)","12.7","1.5","6000","8000","SC","SAE 1008/1010  ","","SAE 1010","REDONDO","PARA CALDERAS",""
"C0001548","82,50 x 6,50 x SC SAE 1008/1010   SAE 1008 (6500.00/8500.00)","82.5","6.5","6500","8500","SC","SAE 1008/1010  ","","SAE 1008","REDONDO","PARA CALDERAS",""
"C0001549","15,87 x 1,50 x SC SAE 1008/1010   SAE 1008 (5700.00/7000.00)","15.87","1.5","5700","7000","SC","SAE 1008/1010  ","","SAE 1008","REDONDO","CILINDRO HIDRAULICO",""
"C0001550","22,20 x 1,50 x SC SAE 1008/1010   SAE 1008 (5700.00/7000.00)","22.2","1.5","5700","7000","SC","SAE 1008/1010  ","","SAE 1008","REDONDO","CIRCUITO HIDRAULICO",""
"C0001551","9,52 x 1,50 x SC SAE 1008/1010   SAE 1008 (5700.00/7000.00)","9.52","1.5","5700","7000","SC","SAE 1008/1010  ","","SAE 1008","REDONDO","CIRCUITO HIDRAULICO",""
"C0001552","30,00 x 7,00 x SC SAE 1008/1010   SAE 1010 (3000.00/4000.00)","30","7","3000","4000","SC","SAE 1008/1010  ","","SAE 1010","REDONDO","CONDUCCION",""
"C0001553","15,87 x 1,65 x SC SAE 1008/1010   ASTM A 179 (2000.00/2003.00)","15.87","1.65","2000","2003","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA CALDERAS",""
"C0001554","15,87 x 1,65 x SC SAE 1008/1010   ASTM A 179 (1200.00/1203.00)","15.87","1.65","1200","1203","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA CALDERAS",""
"C0001555","15,87 x 1,65 x SC SAE 1008/1010   ASTM A 179 (1000.00/1003.00)","15.87","1.65","1000","1003","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA CALDERAS",""
"C0001556","25,40 x 2,11 x SC SAE 1008/1010   ASTM A 179 (6000.00/6003.00)","25.4","2.11","6000","6003","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA CALDERAS",""
"C0001557","20,00 x 1,00 x CCB SAE 1008/1010   SAE 1010 (3000.00/5000.00)","20","1","3000","5000","CCB","SAE 1008/1010  ","","SAE 1010","REDONDO","PARA TREFILAR",""
"C0001558","19,00 x 3,40 x CCB SAE 1008/1010   SAE 1010 (3000.00/4500.00)","19","3.4","3000","4500","CCB","SAE 1008/1010  ","","SAE 1010","REDONDO","CONDUCCION",""
"C0001559","19,00 x 3,40 x CCB SAE 1008/1010   SAE 1010 (3000.00/4500.00)","19","3.4","3000","4500","CCB","SAE 1008/1010  ","","SAE 1010","RECTANGULAR","CIRCUITO HIDRAULICO",""
"C0001560","25,40 x 2,64 x SC SAE 1008/1010   ASTM A 179 (13570.00/13583.00)","25.4","2.64","13570","13583","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA CALDERAS",""
"C0001561","19,10 x 2,11 x SC SAE 1008/1010   ASTM A 179 (4778.00/4781.00)","19.1","2.11","4778","4781","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA CALDERAS",""
"C0001562","25,40 x 2,11 x SC SAE 1008/1010   ASME  SA179. (10000/10009)","25.4","2.11","10000","10009","SC","SAE 1008/1010  ","","ASME  SA179.","REDONDO","PARA CALDERAS",""
"C0001563","63,50 x 3,50 x SC SAE 1008/1010   ASTM A 192 (4700.00/4703.00)","63.5","3.5","4700","4703","SC","SAE 1008/1010  ","","ASTM A 192","REDONDO","PARA CALDERAS",""
"C0001564","40,00 x 4,00 x SC SAE 1008/1010   ASTM A 192 (6400.00/6403.00)","40","4","6400","6403","SC","SAE 1008/1010  ","","ASTM A 192","REDONDO","PARA CALDERAS",""
"C0001565","12,70 x 1,50 x SC SAE 1008/1010   ASTM A 179 (2650.00/2653.00)","12.7","1.5","2650","2653","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA CALDERAS",""
"C0001566","12,70 x 1,50 x SC SAE 1008/1010   ASTM A 179 (6000.00/7000.00)","12.7","1.5","6000","7000","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA CALDERAS",""
"C0001567","508,00 x 25,40 x CC (SAWL) X65 PSL2 API 5L 20"" (11700/11800)","508","25.4","11700","11800","CC (SAWL)","X65 PSL2","","API 5L","REDONDO","","mp"
"C0001568","609,60 x 25,40 x CC (SAWL) X65 PSL2 API 5L 24"" (11700/11800)","609.6","25.4","11700","11800","CC (SAWL)","X65 PSL2","","API 5L","REDONDO","","mp"
"C0001569","88,90 x 4,25 x SC SAE 1008/1010   ASTM A 192 (6000.00/6003.00)","88.9","4.25","6000","6003","SC","SAE 1008/1010  ","","ASTM A 192","REDONDO","PARA CALDERAS",""
"C0001570","24,30 x 3,65 x CCB SAE 1004/1008 SAE 1010 (3500.00/7000.00)","24.3","3.65","3500","7000","CCB","SAE 1004/1008","","SAE 1010","REDONDO","CASING",""
"C0001571","20,00 x 3,50 x CCB SAE 1004/1008 SAE 1010 (3500.00/7000.00)","20","3.5","3500","7000","CCB","SAE 1004/1008","","SAE 1010","REDONDO","CASING",""
