"Lista de precios","Producto","UOM","Proveedor","Precio"
"VENTA","BRIDA SERIE 150 (114,30) BL RF ASTM A 105 B16.5 PESO 7,00 4""","UNIDAD","","20.30"
"REVENDEDOR","BRIDA SERIE 150 (114,30) BL RF ASTM A 105 B16.5 PESO 7,00 4""","UNIDAD","","20.30"
"COMPRA","BRIDA SERIE 150 (114,30) BL RF ASTM A 105 B16.5 PESO 7,00 4""","UNIDAD","ADLER STEEL LTD","15.84"
"COMPRA","BRIDA SERIE 150 (114,30) BL RF ASTM A 105 B16.5 PESO 7,00 4""","UNIDAD","FITTINGS HAN'S PIPE","14.02"
"VENTA","98,90 x 5,00 x LPU ST 52-3 DIN 2393  (5000/7250)","KILOGRAMO","","0.00"
"COMPRA","98,90 x 5,00 x LPU ST 52-3 DIN 2393  (5000/7250)","KILOGRAMO","MARCEGAGLIA ITALIA","3.54"
"VENTA","914,40 x 9,52 x CC GºB API 5L 36"" SCH STD (10500/12500)","KILOGRAMO","","0.00"
"VENTA","914,40 x 28,80 x CC X70 PSL2 API 5L 36"" (10500/12500)","KILOGRAMO","","0.00"
"VENTA","914,40 x 28,80 x CC GºB API 5L 36"" (10500/12500)","KILOGRAMO","","0.00"
"VENTA","914,40 x 19,05 x CC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","914,40 x 15,88 x CC X52 PSL2 API 5L TRICAPADO 36"" SCH 30 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","88,90 x 7,62 x SC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 3","KILOGRAMO","","0.00"
"VENTA","88,90 x 7,62 x SC X52 PSL2 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 7,62 x SC X52 PSL2 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","KILOGRAMO","GATES TRADING HK LTD - (Rafael Silva)","1.30"
"VENTA","88,90 x 7,62 x SC X52 PSL2 ASTM A 106 / API 5L 3"" SCH 80 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","88,90 x 7,62 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 3","KILOGRAMO","","0.00"
"COMPRA","88,90 x 7,62 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 3","KILOGRAMO","CUMIC","2.39"
"VENTA","88,90 x 7,62 x SC X42 PSL1 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 7,62 x SC X42 PSL1 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","0.00"
"COMPRA","88,90 x 7,62 x SC X42 PSL1 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","KILOGRAMO","CUMIC","0.00"
"VENTA","88,90 x 7,62 x SC SAE 1020 ASTM A 106 3"" SCH 80 (11800/11800)","KILOGRAMO","","2.03"
"REVENDEDOR","88,90 x 7,62 x SC SAE 1020 ASTM A 106 3"" SCH 80 (11800/11800)","KILOGRAMO","","2.10"
"VENTA","88,90 x 7,62 x SC SAE 1020 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","KILOGRAMO","","2.03"
"REVENDEDOR","88,90 x 7,62 x SC SAE 1020 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","KILOGRAMO","","2.10"
"VENTA","88,90 x 7,62 x SC SAE 1008 ASTM A 519 3"" SCH 80 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 7,62 x SC GºB PSL2 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 7,62 x SC GºB PSL2 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","KILOGRAMO","TPCO","1.83"
"VENTA","88,90 x 7,14 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 5,50 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 5,49 x SC X52 PSL2 ASTM A 106 / API 5L 3"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 5,49 x SC X52 PSL2 ASTM A 106 / API 5L 3"" SCH 40 (11800/11800)","KILOGRAMO","TPCO","1.84"
"VENTA","88,90 x 5,49 x SC X42 PSL2 ASTM A 106 / API 5L 3"" SCH 40 (11000/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 5,49 x SC X42 PSL2 ASTM A 106 / API 5L 3"" SCH 40 (11000/11800)","KILOGRAMO","CUMIC","0.00"
"COMPRA","88,90 x 5,49 x SC X42 PSL2 ASTM A 106 / API 5L 3"" SCH 40 (11000/11800)","KILOGRAMO","VALLOUREC","2.00"
"VENTA","88,90 x 5,49 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 3"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 5,49 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 3"" SCH 40 (11800/11800)","KILOGRAMO","CUMIC","2.51"
"VENTA","88,90 x 5,49 x SC X42 PSL1 ASTM A 106 / API 5L 3"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 5,49 x SC X42 PSL1 ASTM A 106 / API 5L 3"" SCH 40 (11800/11800)","KILOGRAMO","TPCO","0.00"
"COMPRA","88,90 x 5,49 x SC X42 PSL1 ASTM A 106 / API 5L 3"" SCH 40 (11800/11800)","KILOGRAMO","VALLOUREC","1.56"
"COMPRA","88,90 x 5,49 x SC X42 PSL1 ASTM A 106 / API 5L 3"" SCH 40 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","1.16"
"VENTA","88,90 x 5,49 x SC SAE 1008 ASTM A 519 3"" SCH 40 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 5,49 x SC SAE 1008 ASTM A 192 3"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","88,90 x 5,49 x SC LC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B","KILOGRAMO","","0.00"
"VENTA","88,90 x 5,49 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 3"" SCH","KILOGRAMO","","0.00"
"VENTA","88,90 x 5,49 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 3"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 5,49 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 3"" SCH 40 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","2.23"
"VENTA","88,90 x 5,49 x SC GºB ASTM A 106 / API 5L 3"" SCH 40 (11800/11800)","KILOGRAMO","","2.03"
"REVENDEDOR","88,90 x 5,49 x SC GºB ASTM A 106 / API 5L 3"" SCH 40 (11800/11800)","KILOGRAMO","","2.10"
"VENTA","88,90 x 5,49 x SC Gr.6 ASTM A 333 3"" SCH 40 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","88,90 x 5,49 x SC GAL GºB API 5L / A53 3"" SCH 40 (6000/6400)","KILOGRAMO","","2.03"
"REVENDEDOR","88,90 x 5,49 x SC GAL GºB API 5L / A53 3"" SCH 40 (6000/6400)","KILOGRAMO","","2.03"
"VENTA","88,90 x 5,49 x SC 316 L ASTM A 312 3"" SCH 40 (5800/5800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 5,49 x SC 316 L ASTM A 312 3"" SCH 40 (5800/5800)","KILOGRAMO","TUBACEX","6.45"
"VENTA","88,90 x 5,49 x SC 304 L ASTM A 312 3"" SCH 40 (5800/5800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 5,49 x SC 304 L ASTM A 312 3"" SCH 40 (5800/5800)","KILOGRAMO","TUBACEX","4.25"
"COMPRA","88,90 x 5,49 x CC (ERW) GºB PSL1 API 5L / A53 3"" SCH STD (11800/11800)","KILOGRAMO","CUMIC","0.00"
"VENTA","88,90 x 5,30 x CC RI (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 5,15 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","KILOGRAMO","","0.00"
"VENTA","88,90 x 5,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 4,75 x CCC LC SAE 1004/1008 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 4,55 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 4,55 x SC SAE 1008 ASTM A 519 (11400/12400)","KILOGRAMO","","0.00"
"VENTA","88,90 x 4,55 x SC ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 4,55 x SC ASTM A 192 (11800/11800)","KILOGRAMO","CUMIC","0.00"
"COMPRA","88,90 x 4,55 x SC ASTM A 192 (11800/11800)","KILOGRAMO","VALLOUREC","1.66"
"VENTA","88,90 x 4,25 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 4,25 x SC SAE 1008 ASTM A 519 (12000/13000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 4,00 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 3,75 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 3,75 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 3,75 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","KILOGRAMO","TUPER","1.70"
"VENTA","88,90 x 3,35 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 3,35 x CC RI GAL SAE 1010 NBR 5598 BSP (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 3,20 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6400)","KILOGRAMO","","0.00"
"VENTA","88,90 x 3,05 x SC 316 L ASTM A 312 3"" SCH 10 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 3,05 x SC 316 L ASTM A 312 3"" SCH 10 (11800/11800)","KILOGRAMO","CUMIC","6.02"
"VENTA","88,90 x 3,05 x SC 304 L ASTM A 312 3"" SCH 10 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 3,05 x SC 304 L ASTM A 312 3"" SCH 10 (11800/11800)","KILOGRAMO","CUMIC","3.96"
"VENTA","88,90 x 3,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 2,25 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 2,25 x CC RI LC SAE 1004/1008 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 15,24 x SC X52 PSL2 ASTM A 106 / API 5L 3"" SCH XXS (6000/8000)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 15,24 x SC X52 PSL2 ASTM A 106 / API 5L 3"" SCH XXS (6000/8000)","KILOGRAMO","TPCO","2.34"
"VENTA","88,90 x 15,24 x SC GºB ASTM A 106 / API 5L 3"" SCH XXS (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 15,24 x SC GºB ASTM A 106 / API 5L 3"" SCH XXS (11800/11800)","KILOGRAMO","ADLER STEEL LTD","0.00"
"VENTA","88,90 x 11,13 x SC X42 PSL2 ASTM A 106 / API 5L 3"" SCH 160 (11500/11800)","KILOGRAMO","","0.00"
"COMPRA","88,90 x 11,13 x SC X42 PSL2 ASTM A 106 / API 5L 3"" SCH 160 (11500/11800)","KILOGRAMO","TPCO","2.41"
"COMPRA","88,90 x 11,13 x SC X42 PSL2 ASTM A 106 / API 5L 3"" SCH 160 (11500/11800)","KILOGRAMO","VALLOUREC","1.89"
"VENTA","88,90 x 11,13 x SC X42 PSL1 ASTM A 106 / API 5L 3"" SCH 160 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","88,90 x 11,13 x SC SAE 1020 ASTM A 106 / API 5L 3"" SCH 160 (11800/11800)","KILOGRAMO","","2.05"
"REVENDEDOR","88,90 x 11,13 x SC SAE 1020 ASTM A 106 / API 5L 3"" SCH 160 (11800/11800)","KILOGRAMO","","2.12"
"VENTA","88,90 x 11,13 x SC SAE 1008 ASTM A 519 3"" SCH 160 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","88,90 x 11,13 x SC GºB PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","88,90 x 11,13 x SC GºB PSL1 ASTM A 106 / API 5L 3"" SCH 160 (11000/11800)","KILOGRAMO","","2.05"
"REVENDEDOR","88,90 x 11,13 x SC GºB PSL1 ASTM A 106 / API 5L 3"" SCH 160 (11000/11800)","KILOGRAMO","","2.12"
"COMPRA","88,90 x 11,13 x SC GºB PSL1 ASTM A 106 / API 5L 3"" SCH 160 (11000/11800)","KILOGRAMO","VALLOUREC","2.05"
"VENTA","86,50 x 7,20 x SC (4700/4700)","KILOGRAMO","","0.00"
"VENTA","86,20 x 5,00 x LPU ST 52-3 DIN 2393  (7300/11800)","KILOGRAMO","","0.00"
"VENTA","86,20 x 5,00 x LPU ST 52-3 DIN 2393  (5000/7200)","KILOGRAMO","","0.00"
"VENTA","86,20 x 5,00 x LPU ST 52-3 DIN 2393  (5000/11800)","KILOGRAMO","","0.00"
"COMPRA","86,20 x 5,00 x LPU ST 52-3 DIN 2393  (5000/11800)","KILOGRAMO","MARCEGAGLIA ITALIA","3.54"
"VENTA","85,70 x 8,30 x SC (6300/6300)","KILOGRAMO","","0.00"
"VENTA","82,55 x 5,00 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","82,55 x 5,00 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","YIYANG","1.72"
"VENTA","82,55 x 4,75 x SC SAE 1008 ASTM A 519 (11000/12400)","KILOGRAMO","","0.00"
"VENTA","82,55 x 4,75 x CC RI LC SAE 1008/1010   (12000/12000)","KILOGRAMO","","0.00"
"VENTA","82,55 x 4,75 x CC RI LC SAE 1004/1008 ASTM A 178 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","82,55 x 4,55 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","82,55 x 4,55 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","0.00"
"COMPRA","82,55 x 4,55 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","YIYANG","1.72"
"VENTA","82,55 x 4,55 x SC SAE 1008 ASTM A 519 (5950/5950)","KILOGRAMO","","0.00"
"VENTA","82,55 x 4,55 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","82,55 x 4,25 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","82,55 x 4,25 x CC RI LC SAE 1008/1010   (12000/12000)","KILOGRAMO","","0.00"
"VENTA","82,55 x 4,00 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","82,55 x 3,75 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","82,55 x 3,75 x CC RI LC SAE 1008/1010   (12000/12000)","KILOGRAMO","","0.00"
"VENTA","82,55 x 3,25 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","82,50 x 3,75 x SC ASTM A 192 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","812,80 x 17,48 x CC X70 PSL2 API 5L 32"" SCH 40 (5800/12500)","KILOGRAMO","","0.00"
"VENTA","762,00 x 9,52 x SC Gr.6 ASTM A 333 30"" SCH STD/20 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","762,00 x 9,52 x CC GºB PSL1 API 5L / A53 30"" SCH STD (11/13)","KILOGRAMO","","0.00"
"VENTA","762,00 x 9,50 x SC ASTM A 106 30"" SCH STD (7540/9050)","KILOGRAMO","","0.00"
"VENTA","762,00 x 7,92 x CC X52 PSL2 API 5L 30"" SCH 10 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","762,00 x 7,92 x CC GºB API 5L 30"" SCH 10 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","762,00 x 34,93 x CC GºB PSL1 API 5L 30""","KILOGRAMO","","0.00"
"VENTA","762,00 x 34,47 x SC GºB ASTM A 106 / API 5L 30"" (10500/12500)","KILOGRAMO","","0.00"
"VENTA","762,00 x 31,80 x SC X52 PSL1 ASTM A 106 / API 5L 30"" (11/13)","KILOGRAMO","","0.00"
"VENTA","762,00 x 30,59 x SC GºB ASTM A 106 / API 5L 30"" (10500/12500)","KILOGRAMO","","0.00"
"VENTA","762,00 x 28,99 x SC GºB ASTM A 106 / API 5L 30"" (10500/12500)","KILOGRAMO","","0.00"
"VENTA","762,00 x 25,40 x CC X70 PSL2 API 5L 30"" (10500/12500)","KILOGRAMO","","0.00"
"VENTA","762,00 x 20,19 x SC X52 PSL2 ASTM A 106 / API 5L 30"" SCH 80 (118000/11800)","KILOGRAMO","","0.00"
"VENTA","762,00 x 19,05 x CC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","762,00 x 19,05 x CC GºB PSL1 API 5L 30""","KILOGRAMO","","0.00"
"VENTA","762,00 x 14,27 x CC X65 PSL2 API 5L 30"" (10500/12500)","KILOGRAMO","","0.00"
"VENTA","76,20 x 6,45 x SC SAE 1016 DIN 2391 (5800/5800)","KILOGRAMO","","0.00"
"VENTA","76,20 x 6,35 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 6,35 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","KILOGRAMO","TUPER","1.62"
"VENTA","76,20 x 6,30 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 5,30 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,75 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 4,75 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","YIYANG","0.00"
"COMPRA","76,20 x 4,75 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","VALLOUREC","1.66"
"VENTA","76,20 x 4,75 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,75 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,75 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,75 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,55 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 4,55 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","YIYANG","1.72"
"VENTA","76,20 x 4,55 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,55 x SC SAE 1008 ASTM A 519 (11000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,25 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 4,25 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","VALLOUREC","1.66"
"VENTA","76,20 x 4,25 x SC SAE 1008 (3300/4300)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,25 x CC RI LC SAE 1008/1010   DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,20 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,20 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,00 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 4,00 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","VALLOUREC","1.70"
"VENTA","76,20 x 4,00 x SC SAE 1008 ASTM A 519 (2000/4000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,00 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,00 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,85 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,75 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 3,75 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","VALLOUREC","1.70"
"VENTA","76,20 x 3,75 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,75 x SC SAE 1008 ASTM A 519 (11400/12400)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,75 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 3,75 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","IMCA Y PER","0.00"
"VENTA","76,20 x 3,70 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,65 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,55 x CC RI LC SAE 1004/1008 IRAM 500-2590 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,50 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,35 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 3,35 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","VALLOUREC","2.16"
"VENTA","76,20 x 3,20 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,20 x SC SAE 1008 ASTM A 519 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,20 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,20 x SC ASTM A 192 (11000/13000)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 3,20 x SC ASTM A 192 (11000/13000)","KILOGRAMO","ADLER STEEL LTD","0.00"
"COMPRA","76,20 x 3,20 x SC ASTM A 192 (11000/13000)","KILOGRAMO","VALLOUREC","1.74"
"VENTA","76,20 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 3,20 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (12000/12000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 2,65 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 2,65 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","IMCA Y PER","0.00"
"COMPRA","76,20 x 2,65 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","TUPER","1.60"
"VENTA","76,20 x 2,60 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 2,50 x CC RI DEC F-24   IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 2,35 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 2,00 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/7000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 2,00 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 1,90 x CC RI LF SAE 1008 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","76,20 x 1,90 x CC RI LF SAE 1008 DIN 2394 (6000/6000)","KILOGRAMO","TUPER","1.31"
"VENTA","76,20 x 1,80 x CC RI LF SAE 1004/1008 IRAM 500-2590 (7000/7000)","KILOGRAMO","","0.00"
"VENTA","76,20 x 1,80 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","76,10 x 3,35 x CC RI GAL SAE 1010 NBR 5598 BSP (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","76,10 x 3,35 x CC RI GAL SAE 1010 NBR 5598 BSP (6000/6000)","KILOGRAMO","TUPER","1.51"
"VENTA","73,50 x 5,00 x LPU ST 52-3 DIN 2393  (7100/11800)","KILOGRAMO","","0.00"
"VENTA","73,50 x 5,00 x LPU ST 52-3 DIN 2393  (5000/6200)","KILOGRAMO","","0.00"
"COMPRA","73,50 x 5,00 x LPU ST 52-3 DIN 2393  (5000/6200)","KILOGRAMO","MARCEGAGLIA ITALIA","3.54"
"VENTA","73,20 x 9,53 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","73,20 x 7,01 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","73,20 x 6,35 x CC RI LC SAE 1010 DIN 2394 (6400/6400)","KILOGRAMO","","0.00"
"VENTA","73,20 x 5,50 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","73,20 x 5,15 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6400)","KILOGRAMO","","0.00"
"VENTA","73,20 x 5,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","73,20 x 4,75 x SC SAE 1020 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","73,20 x 4,75 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6400/6400)","KILOGRAMO","","0.00"
"VENTA","73,20 x 3,20 x CC RI LC SAE 1004/1008 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","73,02 x 5,51 x SC N80Q PSL1 EU API 5 CT 2 7/8"" SCH 6.5 lb/ft (8650/10350)","KILOGRAMO","","0.00"
