"Lista de precios","Producto","UOM","Proveedor","Precio"
"COMPRA","323,80 x 17,48 x SC GºB PSL2 ASTM A 106 / API 5L 12"" SCH 80 (11800/11800)","KILOGRAMO","TPCO","1.88"
"VENTA","323,80 x 17,48 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 12""","KILOGRAMO","","0.00"
"VENTA","323,80 x 17,48 x SC Gr.6 ASTM A 333 12"" SCH 80 (5800/12500)","KILOGRAMO","","0.00"
"VENTA","323,80 x 14,27 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","323,80 x 14,27 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 60 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","323,80 x 14,27 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 60 (11800/11800)","KILOGRAMO","TPCO","2.16"
"COMPRA","323,80 x 14,27 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 60 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","1.14"
"VENTA","323,80 x 14,27 x SC SAE 1020 ASTM A 106 12"" SCH 60 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","323,80 x 14,27 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH 60 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","323,80 x 14,27 x CC X65 PSL2 API 5L 12"" SCH 60 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","323,80 x 12,70 x SC X42 PSL2 ASTM A 106 / API 5L 12"" SCH XS (11300/11800)","KILOGRAMO","","0.00"
"COMPRA","323,80 x 12,70 x SC X42 PSL2 ASTM A 106 / API 5L 12"" SCH XS (11300/11800)","KILOGRAMO","ADLER STEEL LTD","1.20"
"VENTA","323,80 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH XS (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","323,80 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH XS (11800/11800)","KILOGRAMO","ADLER STEEL LTD","0.00"
"VENTA","323,80 x 12,70 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH XS (11800/11800)","KILOGRAMO","","0.00"
"VENTA","323,80 x 12,70 x SC LC GºB A106 / API 5L REVESTIMIENTO INTERNO FBE 12"" SCH XS (11/13)","KILOGRAMO","","0.00"
"VENTA","323,80 x 12,70 x SC GºB PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","323,80 x 12,70 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH XS (11000/11800)","KILOGRAMO","","0.00"
"COMPRA","323,80 x 12,70 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH XS (11000/11800)","KILOGRAMO","TPCO","0.00"
"COMPRA","323,80 x 12,70 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH XS (11000/11800)","KILOGRAMO","VALLOUREC","2.00"
"VENTA","323,80 x 12,70 x CC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","323,80 x 12,70 x CC X52 PSL2 ASTM A 106 / API 5L 12"" SCH XS (11000/12000)","KILOGRAMO","","0.00"
"VENTA","323,80 x 12,70 x CC X52 PSL2 API 5L TRICAPADO 12"" SCH XS (10500/12500)","KILOGRAMO","","0.00"
"VENTA","323,80 x 11,13 x X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 12","KILOGRAMO","","0.00"
"VENTA","323,80 x 10,31 x SC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","323,80 x 10,31 x SC X52 PSL2 ASTM A 106 / API 5L 12"" SCH 40 (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","323,80 x 10,31 x SC X52 PSL2 ASTM A 106 / API 5L 12"" SCH 40 (10000/11800)","KILOGRAMO","VALLOUREC","0.00"
"COMPRA","323,80 x 10,31 x SC X52 PSL2 ASTM A 106 / API 5L 12"" SCH 40 (10000/11800)","KILOGRAMO","ADLER STEEL LTD","1.26"
"COMPRA","323,80 x 10,31 x SC X52 PSL2 ASTM A 106 / API 5L 12"" SCH 40 (10000/11800)","KILOGRAMO","TPCO","1.61"
"VENTA","323,80 x 10,31 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","323,80 x 10,31 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 40 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","1.19"
"COMPRA","323,80 x 10,31 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 40 (11800/11800)","KILOGRAMO","CUMIC","1.38"
"COMPRA","323,80 x 10,31 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 40 (11800/11800)","KILOGRAMO","VALLOUREC","1.48"
"VENTA","323,80 x 10,31 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH 40 (11700/11800)","KILOGRAMO","","2.26"
"REVENDEDOR","323,80 x 10,31 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH 40 (11700/11800)","KILOGRAMO","","2.33"
"VENTA","323,80 x 10,31 x SC GºB PSL2 ASTM A 106 / API 5L 12"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","323,80 x 10,31 x SC GºB PSL2 ASTM A 106 / API 5L 12"" SCH 40 (11800/11800)","KILOGRAMO","TPCO","1.90"
"VENTA","323,80 x 10,31 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH 40 (11000/11800)","KILOGRAMO","","2.26"
"REVENDEDOR","323,80 x 10,31 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH 40 (11000/11800)","KILOGRAMO","","2.33"
"COMPRA","323,80 x 10,31 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH 40 (11000/11800)","KILOGRAMO","TIANDA","2.18"
"COMPRA","323,80 x 10,31 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH 40 (11000/11800)","KILOGRAMO","VALLOUREC","2.09"
"VENTA","323,80 x 10,31 x SC GºB ASTM A 106 12"" SCH 40 (7000/11800)","KILOGRAMO","","2.26"
"REVENDEDOR","323,80 x 10,31 x SC GºB ASTM A 106 12"" SCH 40 (7000/11800)","KILOGRAMO","","2.33"
"VENTA","323,80 x 10,31 x SC 316 L ASTM A 312 12"" SCH 40S (6000/12500)","KILOGRAMO","","0.00"
"VENTA","323,80 x 10,31 x CC X56 PSL1 API 5L TRICAPADO 12"" SCH 40 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","323,80 x 10,31 x CC RI SAE 1008/1010   API 5L / A53 12"" SCH 40 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","323,80 x 10,31 x CC RI ASTM A 120 12"" SCH 40 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","323,80 x 10,31 x CC RI API 5L / A53 12"" SCH 40 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 3,75 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 3,35 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 3,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 2,65 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 2,35 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 2,25 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 2,25 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/7000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 2,00 x CCC MLF 340 IRAM 500-2590 (4100/4100)","KILOGRAMO","","0.00"
"VENTA","31,75 x 2,00 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 1,80 x CC RI LF SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 1,60 x CC RI LF SAE 1004/1008 IRAM 500-2590 (6000/7000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 1,25 x CC RI LF SAE 1004/1008 IRAM 500-2590 (7000/7000)","KILOGRAMO","","0.00"
"VENTA","31,75 x 1,25 x CC RI LF SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","28,60 x 2,65 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","28,57 x 3,75 x CC RI LC SAE 1008/1010   (7200/7200)","KILOGRAMO","","0.00"
"VENTA","28,57 x 0,90 x CCC LF SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","28,57 x 0,90 x CC LF SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","273,00 x 9,27 x SC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","273,00 x 9,27 x SC X52 PSL2 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 9,27 x SC X52 PSL2 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","KILOGRAMO","TPCO","1.60"
"VENTA","273,00 x 9,27 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 40 (11500/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 9,27 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 40 (11500/11800)","KILOGRAMO","ADLER STEEL LTD","2.74"
"COMPRA","273,00 x 9,27 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 40 (11500/11800)","KILOGRAMO","TPCO","2.13"
"COMPRA","273,00 x 9,27 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 40 (11500/11800)","KILOGRAMO","VALLOUREC","1.92"
"VENTA","273,00 x 9,27 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","273,00 x 9,27 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 40 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","273,00 x 9,27 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 9,27 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","1.12"
"VENTA","273,00 x 9,27 x SC SAE 1020 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","KILOGRAMO","","2.03"
"REVENDEDOR","273,00 x 9,27 x SC SAE 1020 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","KILOGRAMO","","2.10"
"VENTA","273,00 x 9,27 x SC LC GºB A106 / API 5L REVESTIMIENTO INTERNO FBE 10"" SCH 40/STD (10500/12500)","KILOGRAMO","","0.00"
"VENTA","273,00 x 9,27 x SC GºB PSL1 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","KILOGRAMO","","2.03"
"REVENDEDOR","273,00 x 9,27 x SC GºB PSL1 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","KILOGRAMO","","2.10"
"VENTA","273,00 x 9,27 x SC GºB ASTM A 106 10"" SCH 40 (8700/11830)","KILOGRAMO","","2.03"
"REVENDEDOR","273,00 x 9,27 x SC GºB ASTM A 106 10"" SCH 40 (8700/11830)","KILOGRAMO","","2.10"
"VENTA","273,00 x 9,27 x CC (ERW) GºB PSL1 API 5L / A53 10"" SCH 40 (6000/12000)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 9,27 x CC (ERW) GºB PSL1 API 5L / A53 10"" SCH 40 (6000/12000)","KILOGRAMO","CUMIC","0.00"
"VENTA","273,00 x 8,74 x CC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3LPP DIN 30678 10"" (10500/12500)","KILOGRAMO","","0.00"
"VENTA","273,00 x 7,80 x SC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3LPP DIN 30678 10"" SCH 30 (11/13)","KILOGRAMO","","0.00"
"VENTA","273,00 x 7,80 x SC X52 PSL2 ASTM A 106 / API 5L 10"" SCH 30 (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 7,80 x SC X52 PSL2 ASTM A 106 / API 5L 10"" SCH 30 (10000/11800)","KILOGRAMO","TPCO","1.62"
"VENTA","273,00 x 7,80 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"COMPRA","273,00 x 7,80 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","TRAFICAÑO SA","2.14"
"VENTA","273,00 x 7,80 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 30 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 7,80 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 30 (11800/11800)","KILOGRAMO","GATES TRADING HK LTD - (Rafael Silva)","1.17"
"COMPRA","273,00 x 7,80 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 30 (11800/11800)","KILOGRAMO","TPCO","1.22"
"VENTA","273,00 x 7,80 x SC SAE 1020 ASTM A 106 10"" SCH 30 (11800/11800)","KILOGRAMO","","2.08"
"REVENDEDOR","273,00 x 7,80 x SC SAE 1020 ASTM A 106 10"" SCH 30 (11800/11800)","KILOGRAMO","","2.15"
"VENTA","273,00 x 7,80 x SC GºB ASTM A 106 / API 5L 10"" SCH 30 (11800/11800)","KILOGRAMO","","2.08"
"REVENDEDOR","273,00 x 7,80 x SC GºB ASTM A 106 / API 5L 10"" SCH 30 (11800/11800)","KILOGRAMO","","2.15"
"VENTA","273,00 x 6,35 x SC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","273,00 x 6,35 x SC X52 PSL2 ASTM A 106 / API 5L 10"" SCH 20 (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 6,35 x SC X52 PSL2 ASTM A 106 / API 5L 10"" SCH 20 (10000/11800)","KILOGRAMO","TPCO","1.62"
"VENTA","273,00 x 6,35 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 20 (11500/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 6,35 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 20 (11500/11800)","KILOGRAMO","TPCO","2.15"
"VENTA","273,00 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 20 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 20 (11800/11800)","KILOGRAMO","CUMIC","2.38"
"VENTA","273,00 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","KILOGRAMO","TPCO","1.82"
"COMPRA","273,00 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","1.20"
"VENTA","273,00 x 6,35 x SC SAE 1020 ASTM A 106 10"" SCH 20 (11800/11800)","KILOGRAMO","","2.08"
"REVENDEDOR","273,00 x 6,35 x SC SAE 1020 ASTM A 106 10"" SCH 20 (11800/11800)","KILOGRAMO","","2.15"
"VENTA","273,00 x 6,35 x SC GºB PSL2 ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 6,35 x SC GºB PSL2 ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","KILOGRAMO","TPCO","1.87"
"VENTA","273,00 x 6,35 x SC GºB PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 20 (11800/12000)","KILOGRAMO","","0.00"
"VENTA","273,00 x 6,35 x SC GºB PSL1 ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","KILOGRAMO","","2.08"
"REVENDEDOR","273,00 x 6,35 x SC GºB PSL1 ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","KILOGRAMO","","2.15"
"VENTA","273,00 x 6,35 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 10"" S","KILOGRAMO","","0.00"
"VENTA","273,00 x 6,35 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 20 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 6,35 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 20 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","1.97"
"VENTA","273,00 x 6,35 x SC GºB ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","KILOGRAMO","","2.08"
"REVENDEDOR","273,00 x 6,35 x SC GºB ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","KILOGRAMO","","2.15"
"VENTA","273,00 x 6,35 x SC Gr.6 ASTM A 333 10"" SCH 20 (5800/12500)","KILOGRAMO","","0.00"
"VENTA","273,00 x 6,35 x CC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3LPP DIN 30678 10"" SCH 20 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","273,00 x 28,58 x SC GºB ASTM A 106 10"" SCH 160 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","273,00 x 28,58 x SC GºB ASTM A 106 / API 5L 10"" SCH 160 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","273,00 x 21,44 x SC GºB PSL1 ASTM A 106 / API 5L 10"" SCH 120 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 21,44 x SC GºB PSL1 ASTM A 106 / API 5L 10"" SCH 120 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","0.00"
"VENTA","273,00 x 21,44 x SC GºB ASTM A 106 10"" SCH 120 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","273,00 x 18,26 x SC SAE 1020 ASTM A 106 10"" SCH 100 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","273,00 x 18,26 x SC LC GºB A106 / API 5L REVESTIMIENTO INTERNO FBE 10"" SCH 100 (11/13)","KILOGRAMO","","0.00"
"VENTA","273,00 x 18,26 x SC GºB ASTM A 106 / API 5L 10"" SCH 100 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","273,00 x 18,26 x SC Gr.6 ASTM A 333 10"" SCH 100 (6000/12500)","KILOGRAMO","","0.00"
"VENTA","273,00 x 15,09 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 15,09 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 80 (11800/11800)","KILOGRAMO","GATES TRADING HK LTD - (Rafael Silva)","1.17"
"COMPRA","273,00 x 15,09 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 80 (11800/11800)","KILOGRAMO","TPCO","0.00"
"COMPRA","273,00 x 15,09 x SC X42 PSL2 ASTM A 106 / API 5L 10"" SCH 80 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","1.47"
"VENTA","273,00 x 15,09 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 15,09 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 80 (11800/11800)","KILOGRAMO","VALLOUREC","1.43"
"COMPRA","273,00 x 15,09 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 80 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","1.19"
"VENTA","273,00 x 15,09 x SC SAE 1020 ASTM A 106 / API 5L 10"" SCH 80 (11700/11800)","KILOGRAMO","","2.20"
"REVENDEDOR","273,00 x 15,09 x SC SAE 1020 ASTM A 106 / API 5L 10"" SCH 80 (11700/11800)","KILOGRAMO","","2.27"
"VENTA","273,00 x 15,09 x SC LC GºB A106 / API 5L REVESTIMIENTO INTERNO FBE 10"" SCH 80 (11/13)","KILOGRAMO","","0.00"
"VENTA","273,00 x 15,09 x SC GºB PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"COMPRA","273,00 x 15,09 x SC GºB PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","TRAFICAÑO SA","1.99"
"VENTA","273,00 x 15,09 x SC GºB PSL2 ASTM A 106 / API 5L 10"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","273,00 x 15,09 x SC GºB ASTM A 106 10"" SCH 80 (8550/11800)","KILOGRAMO","","2.20"
"REVENDEDOR","273,00 x 15,09 x SC GºB ASTM A 106 10"" SCH 80 (8550/11800)","KILOGRAMO","","2.27"
"VENTA","273,00 x 15,09 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 10""","KILOGRAMO","","0.00"
"VENTA","273,00 x 15,09 x SC Gr.6 ASTM A 333 10"" SCH 80 (5800/12500)","KILOGRAMO","","0.00"
"VENTA","273,00 x 14,93 x SC SAE 1020 ASTM A 106 10"" (11800/11800)","KILOGRAMO","","0.00"
"VENTA","273,00 x 12,70 x SC X52 PSL1 ASTM A 106 / API 5L 10"" SCH 60 (11/13)","KILOGRAMO","","0.00"
"VENTA","273,00 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 60 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 60 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","0.00"
"VENTA","273,00 x 12,70 x SC SAE 1020 ASTM A 106 10"" SCH 60 (10950/11800)","KILOGRAMO","","2.05"
"REVENDEDOR","273,00 x 12,70 x SC SAE 1020 ASTM A 106 10"" SCH 60 (10950/11800)","KILOGRAMO","","2.12"
"VENTA","273,00 x 12,70 x SC SAE 1020 ASTM A 106 / API 5L 10"" SCH 60 (11800/11800)","KILOGRAMO","","2.05"
"REVENDEDOR","273,00 x 12,70 x SC SAE 1020 ASTM A 106 / API 5L 10"" SCH 60 (11800/11800)","KILOGRAMO","","2.12"
"VENTA","273,00 x 12,70 x SC GºB PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"COMPRA","273,00 x 12,70 x SC GºB PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","TRAFICAÑO SA","2.05"
"VENTA","273,00 x 12,70 x SC GºB PSL2 ASTM A 106 / API 5L 10"" SCH 60 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","273,00 x 12,70 x SC GºB PSL2 ASTM A 106 / API 5L 10"" SCH 60 (11800/11800)","KILOGRAMO","TPCO","1.82"
"VENTA","273,00 x 12,70 x CC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","273,00 x 11,13 x X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 10","KILOGRAMO","","0.00"
"VENTA","273,00 x 11,13 x SC X52 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 10"" SCH 0,438"" (10500/1250","KILOGRAMO","","0.00"
"VENTA","26,90 x 6,30 x CC RI LC SAE 1005 (5800/5800)","KILOGRAMO","","0.00"
"VENTA","26,90 x 2,85 x CC LC SAE 1004/1008 IRAM 500-2590 (6400/6400)","KILOGRAMO","","0.00"
"VENTA","26,90 x 2,25 x CC RI GAL SAE 1010 NBR 5598 BSP 3/4"" (6000/6400)","KILOGRAMO","","0.00"
"VENTA","26,90 x 2,25 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","26,90 x 2,25 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","KILOGRAMO","TUPER","1.51"
"VENTA","26,75 x 2,85 x CC LC SAE 1004/1008 IRAM 500-2590 (6400/6400)","KILOGRAMO","","0.00"
"VENTA","26,70 x 7,82 x SC ASTM A 192 3/4"" SCH XXS (5800/5800)","KILOGRAMO","","0.00"
"VENTA","26,70 x 5,56 x SC X42 PSL2 ASTM A 106 / API 5L 3/4"" SCH 160 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","26,70 x 5,56 x SC X42 PSL2 ASTM A 106 / API 5L 3/4"" SCH 160 (11800/11800)","KILOGRAMO","CUMIC","2.04"
"VENTA","26,70 x 5,56 x SC X42 PSL1 ASTM A 106 / API 5L 3/4"" SCH 160 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","26,70 x 5,56 x SC SAE 1008/1010   ASTM A 519 3/4"" SCH 160 (5800/5800)","KILOGRAMO","","0.00"
"VENTA","26,70 x 5,56 x SC GºB ASTM A 106 3/4"" SCH 160 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","26,70 x 5,56 x SC GºB ASTM A 106 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","26,70 x 5,56 x SC 316 L ASTM A 312 3/4"" SCH 160 (5800/12500)","KILOGRAMO","","0.00"
"VENTA","26,70 x 3,91 x SC SAE 1008/1010   3/4"" SCH 80 (5800/5800)","KILOGRAMO","","0.00"
"VENTA","26,70 x 3,91 x SC GºB ASTM A 106 3/4"" SCH 80 (5800/6000)","KILOGRAMO","","2.70"
"REVENDEDOR","26,70 x 3,91 x SC GºB ASTM A 106 3/4"" SCH 80 (5800/6000)","KILOGRAMO","","2.79"
"VENTA","26,70 x 3,91 x SC GºB ASTM A 106 3/4"" SCH 80 (11800/11800)","KILOGRAMO","","2.70"
"REVENDEDOR","26,70 x 3,91 x SC GºB ASTM A 106 3/4"" SCH 80 (11800/11800)","KILOGRAMO","","2.79"
"VENTA","26,70 x 3,91 x SC Gr.6 ASTM A 333 3/4"" SCH 80 (5800/12500)","KILOGRAMO","","0.00"
"VENTA","26,70 x 3,91 x SC 316 L ASTM A 312 3/4"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","26,70 x 3,91 x SC 316 L ASTM A 312 3/4"" SCH 80 (11800/11800)","KILOGRAMO","CUMIC","6.46"
"VENTA","26,70 x 3,75 x CC RI LC SAE 1010 DIN 2394 (8810/8810)","KILOGRAMO","","0.00"
"VENTA","26,70 x 3,75 x CC RI LC SAE 1010 DIN 2394 (7885/7885)","KILOGRAMO","","0.00"
